delivery_id Predicted_Time_secs
7004aa39f48c2adbf4ee6ffc9297aac6 2227.17870411
088ab44d0e6857ba5812490fd4dfb40b 2207.1396248
3b37b9dd2f1e696507f1b26b2317779d 2647.65853839
5e965f623a00a71623eaabeba7f4b2f2 2830.90291484
99428be98601498757d12bc0757bb1e3 2141.01683707
0a002b50f4f8ded2f5c2edb04367ae2f 2734.44308924
c88cee50fb8cd4aba0adb7c144923af0 3307.06883415
f8d6c8df65a4f6980c169943c18a08c6 3477.94012832
3de885c078454aa602541d388a2477eb 2450.68488692
e9d7a8ead6a7ad742251463ea667d0ad 3455.60588423
ce5ec7a5accdac4ee6dd4151623df664 2472.38817897
86139aeb9582c3208873754d92ac9afd 2132.64636828
d611bb76bccc6d7146c7b1ff41d0b646 2357.8847742
5c45a3bf21ac96f0b551582675465afa 4234.13773696
5dd6ffd3cc76f49726420b2acf0856d4 2244.20811222
42358d65b1fa4d182ed78f2e374ed863 2023.86044024
f3c194fab65e376d8c1da9b97d13e1ed 2272.92221579
d45311745189188113fd0c28be432729 2000.1147825
004f18132f31f175e2338ce7aa73d762 2867.43409638
7285d2a8e5a5e8996c1b0b7bb6ff8478 2012.15567088
0011c2dba1070ca8ace4f897d8bdf534 2108.97826571
70e43740084b357e32a3418d7f64f313 2085.02627731
504571d8c9d4bb4ca2bc1160a62bd339 2692.1178589
dbe3cb99da161dc87e3b35c60e29ea50 2353.45191499
ef27a94592cecf749031f6da92d7e1a2 2931.81441406
5bf830b3453816bffb7e7cc4839ada45 2917.387568
d2dac44ff977f0735d258d396e00bbce 2472.79687064
2bc96580382aeee7fd27b44e6471524b 3142.74231078
166019b15779600e297ea71b44955672 2468.71814625
f7ffc1fc0dcdf303790cf66ddaee6406 2971.06085354
853629e81b8c1de9e6e0eb6262640757 2833.67073872
4250d8c7b7472efb31c4b2de75b4cd6d 2868.15282234
5a25ef55cc6d0fcb34c7c8a07010f0d6 2656.85422716
59b19600db2365bddc09e0b2af19a2c8 2575.9795883
e8e9d7c9f06827723b20f323906d01ef 2826.2651702
47fd4a6a01498f6c445a85ce11a001fc 2768.24562243
3b26bb7dc355e41f5d076c154d682a9c 2085.39074889
82c35b1b81dcb1a70e1cf62b90c26a19 3415.43743207
17cd0c1c95359c41df970f90093f7932 3392.11330472
ba70ef6ed683e95d2e5130b92931d679 2875.39354785
24b1dc499984d91521c9d72c69b4eb5a 1995.17806969
a888eff8614984efab6cd43353354ae7 3136.98498923
b6c85166277c80af60afb78f76305de4 2581.74782849
2e6d03ddd197841251d94b385d30a4bd 2179.30512394
87900fe8e3de9166a9729339a281d765 2175.35511036
957e14a31c397806956503156c85038b 3221.45907162
2d9f0f81d8968cd750a74f9d54ef82ba 3482.13798987
83426c67b60565842bf461ffec616c0f 3834.37239681
c356d5fdc01066d45ce7bc77dacc20e5 4623.37498048
7ddb0fc8cec345dcc782cf4aedaa5fc6 3791.73839367
bcb2fdff46fa1ac929d94e3453c95ee9 2850.98205801
262931a1aeba5a63c9b1e61ccbee4476 3512.67102423
fa4868741525e49b896dc0bc27e00faa 2567.52754746
b72f974327deedb8adc73d51a9917006 2336.09868012
b474b4a364d1cec424a225f2a5285874 2337.22947243
a3954f680f1a57c942088907ddbc1b49 2999.18257626
9e917f8cb10dd67b8309d5229414f77a 3116.91517128
05b724cc9dbfdb35dd96c990f4cfab1e 3034.18042808
39df2c5badc642d7942132725441bcf1 2756.06050423
338cfef91fa9f64d9a8c7965b4d16ee4 3148.51151311
873b308d62dffb9c06a593c7b747571f 2781.74236424
30aa30afe8706b3ceeeea06637e6ce6a 2568.47225855
b9ae9844828f4c0cb37b1e891695d276 3265.13978619
e2869a0a8ca1f47c8cefc458214bde2d 4230.47917524
ac51e94439185def483bb8c4ed4eab6a 3743.30911274
68d273d85d75db7095cf63f8f4dd0a90 3042.69014924
9482c9095ad9286f6818401160ed1637 2249.66971532
771288fb865c3edf0f377b975de6ebfb 2750.60886244
de214761e6e105b5cb1b141de1a580d8 2875.32476606
a26d510e2f3bb674cd8fa44fe54e1f55 3252.27531893
aa01840b50b257a536fda956d022306e 3065.80586091
c52ffc5b7e04bcd9c554b9c3f5abe346 2346.12529415
af6b74965dd349241e8a36d93dc819f4 2862.30835012
6b132aa63b2067b213dc73efa01599c1 2330.48862776
d544c735a7d15ea022e35fa13dab17d6 3048.12744713
d56ad07c76ad4be48e5b11763243116f 3786.17030239
106e44fff54ac2187648437854e6ce9e 2682.83116869
2a3c99da226066cd5e8453245ae66c2d 2392.26057953
e7d59c41014caf2239e653bddd8ba6cb 2658.83961494
17fa5fdc9df99dbb0ad789572719c0f2 2307.59089477
fffdd10d5944c8a31062486f2fc22231 4124.84013936
97896395207ac2ed8eed087bd1933526 3432.33628803
c841883428bc0f3ed9c0105d33c4a1f6 3232.5891411
96173c5d4430bb145427af2cca6e3151 3205.5392129
4ec1c42a1d4857574d0ba701c3160fae 2098.66930881
4e25e8caf3966438bb973679c5999f4d 2782.54742317
836b20750d339e8890428c4a3f174b10 2623.86795892
db6aa702557344552a18367d4ba7f5b8 1953.96626726
715d3541d399e9687867cd30dc57065c 2565.17961111
5d406ba42184c6ed54cefe40a5754b6d 3138.407587
fc406c35f0d8e7462d8ffdcfd4cf7361 3355.70338009
d896733d0334d28e657a2ca785606e7f 2939.50762317
e95276f80455c7af4a38ae9742ee94df 2313.37368209
d1a4b2d85e3ac3e2532e5ac864d2bd45 2341.17605316
837357a1f6c0f4e3fdcdf7d33c684e2e 2758.64213385
b15929c9f8913acd6127fab4600b6e8c 2499.80539999
3efeb044fdfa75f5f1dad3a683a99f0e 1994.881972
639e160b1831456f0942846dd5cd2845 2771.12932717
f19fe10b9b00a91382d764e6460f40cf 2439.85320521
2e3cbc43682fae34a9bc1cba0a978974 2733.43433893
694ba3182743a2eddb4127a4ae2fe39d 2810.35283567
465a2ab2c320639dfca9ac12e5c351ee 2528.26112857
ed06b4cae6da8116be56be59d68cfbe8 3433.81890628
7a0779771cca46418868d00d1366b19e 2945.54551617
e9310f27f5cac3db7ca89adc297735d4 2610.39571746
57649fbee6005d9923ea9c2d2caf413b 2657.46243364
7652bdd7dc330186a6cb949c1ed662a2 3965.86651173
2cc370dc5567eca23ddcaf08705aa3bf 2591.82442551
8a31cb31aa194fbd7c9be03e12c6dcac 2076.46592615
4bec1e05bc3d0bac482256d3b2ded6eb 3532.29083228
91236308b4f43eba36b43b9f3f8852d6 2603.33013606
0b2879b28d900923caa9f13026d3fb5c 3357.38864253
18335d0417e566fbdeabe86c604fdd34 2663.12774177
8e415ec7b9a92ed317407cae5cdb6909 3472.00516019
d2b13a2d792bffc41715480d8cc577e8 1928.66036208
a94f60d796c56587b92d4ccfdef5ed93 2961.6267041
c0f94b2c834e674dd9663c605e736117 2629.03727115
0a79b1834a8202995c002f1300ac61ea 3183.41286983
a3c2976be939759341cfbfa2a762d271 3031.76435608
cf4199ad3a4c26a66c9f675ce70f5408 3186.11065479
803ca9ad2e53dea8d675f569aea8b54f 2490.89813521
f4e680fb0fa6b688acfbdc253aa8c9ce 2297.79001457
b6d5afb4514879c2840467c46f546310 2852.86645915
11d279786b8e2b5090acf1c488714434 2544.50164646
3516fb52f451073bbb80780672c4aab0 3183.50637155
d07caa794c2358cc7f7e3a94b27f7fd5 3031.63827768
b8b0e6d42d61870e2a0d3412cac95968 3917.7452449
c8c64b4ca259bd2c054b74985c58c97c 2526.90597788
52bd1220b485f5e09050b0c874b1f99d 3813.65940459
68354b20438ba2a45827ac67f0fc5fc9 2261.8837561
6d04e238d5456c2022fb48d536d0b8f2 2993.17571563
81a566bdf1d0e9343e3b3a5f3d6cbf72 2210.54999906
214e31f06b46d1fd9697d575900310ec 3211.75184086
4a7919d1591b85c4d5b93bb9ab5800cf 3358.96777747
95c176e6a2f412b5fc66c571def24e58 2589.55283513
bac85b8b8e7b4d3c73190aa04e8077b0 2932.60019404
7ae6247037a82663fd7d13686a18bef1 3527.04996624
9600296a6d00749c35fa78f6c9be4d3a 2835.62239681
197df68cee4440ade15c23fce5c57174 3317.73669815
22d051253dd5bc4ac7334aa959b7fb87 3281.76886682
b7823eee55bd27b3bc4f2a235c20cee9 3151.72538724
d6f9b8feec2c01bcb65d9f7c553171cd 3082.83408777
7807b31af043a5e36dabab226f35fa9d 4107.3045772
d3ba681100a6d4f8a207bf3f52512bb3 3255.36616814
e8aa1fa2983daf29c9ae8f40529ae2ee 2809.58554552
7c8ccbd57a687783b948deb96375ad36 2488.67239426
285f6e7a96c8666b3f5d648362ba4b5e 2451.07727536
2c114b054705df3fcc388cd969bd1a14 2615.65576413
8600fb79891e74b9d2ae3622597ea97c 3436.88001393
d606ff6d3d3b4671340a7d76b2758a02 2802.7129828
05fa7258370a3acdb9185d9e16a4e23c 2983.84751651
befc72232ba0d4ca560f0c95462df8bb 3012.6472168
d647c321b90a798cd42a6e36e8199ace 1971.29973834
276fc2a5d0452429b06e55f93e4a7ec2 2738.3192546
1559606f125690f79d10c7e117c18143 2855.83994637
cd055fe9cadf71c023f48dc65510d961 2310.59293197
68f2279114de2f370eae07c91153dcef 3340.53539879
f9d7f831a5a75379caa38140dd77dc8a 2812.95975411
9c32f320f8fada780a3cca389031ef5b 2045.77982706
27876878ed16a4eaa787cdb3abdc9217 2526.13791915
f341a0332f42fd17b76b4dba9affdb31 3001.05462052
73feba3b0e5401ed1c11d1b12e5c628c 2989.95374038
bb88f5798fcb191b093a9af890d89639 2273.34622379
e01161e71c4f627cd70ef2489a195a91 2327.35919727
429a7a4e3a866f747f79a2b28dd0bfa0 2499.51157643
ff19706933222caa0c56bc752b7b9f93 3613.42870343
5dc1dbd163f701a0bbef76901b5a8dd6 2562.73301848
e5b2a38953adb8d48afa802b7993d2c3 2777.80956789
c5843ad4362d5e6bc1fb8142e660d182 2735.43696977
c7f866a5cd41e17e9d35018b71f19da9 3392.38515724
16556badacf64be03ca80dcdbcd47d9e 2281.8505297
5d890211b53b8ff1f808d8cfd6827c69 2167.46392431
54d3f5f0d1403c5b6a4289ece37c350e 2214.2335038
1e71734a1088887ec5348422162e1368 2274.88378433
8351a7c518c95bac972444049c5dd250 2839.65278457
f97b8857fbb2d0d374c5801e0333e0f0 2729.79457436
fa6b1665658bd4573248596d55dd556d 2194.71173869
880a8bc47cff1f1ce0de6fcc9520a663 3631.67317694
e09fd2831512f6ae357f44bbcc15a3cf 2628.77113689
941e77ebb9baad81b050fd42353da9e7 2310.85907003
1cbd2c5857be4297f32291b376792a2f 2427.40486031
ad0b96af281db153d449cbf409850b77 2258.63620935
94d055c6c2452cb5247900670768df61 2967.87577921
b190a1c47739f3c4686fda4ee44296f5 3284.62243353
c87a38673edec6d2a57563d5dc8c3c47 3663.58347431
d353f07002acd476a09e03480285e972 2665.74963007
068ddca8798083adc2b327c67684ebac 2129.06674087
44bbcc2203ea44de175a189c425ec724 3591.13138977
248776811dd080e543241725fc00e5e5 3181.26706347
17226e6065790a0f19d635b962a4e42d 3033.48488149
24d3d826abeb57450dd4018960217690 3091.96941193
435f6d90ca093980b049ae3715c3d1ef 2243.48798099
bc270d14b3496e7e55dc52cf590b6a0f 3186.45080391
1977213a29f23d2033881a64d8cdd989 3209.49025306
a0fbd4107eb122704f6fdba9d071fa4c 2703.51727021
3d7e2524f2163991b3b8da29e6037117 2615.646766
7f115c147a03168d81bb11b116679819 2427.13382136
56873e86b43f20339817f08014c0a49d 2289.2773312
66ccba9e7dd3d821081686cf25197c47 3022.33286181
f0e59c723ec6aa0560dcc35ccfd3aca1 3668.60834084
dc0bde5f841111eb84a32980addab746 2891.01711316
ed022f7630f4cc718cbf31f41bf4ec5a 2413.95048801
d2e091200b83077177d2a4c9d27ad3c8 2336.25406142
98de820315196774dbc9ec2f0571c4ae 2802.40214892
a52eea4c16c9be930136da8944317986 2693.60294345
7ff901cdcd685061ab3d3d8753119b75 3730.0397859
1c24589c93084305408bbb2269ad3f8e 3241.40523773
238df5093efdc31523163c5854e8399f 2686.90756739
e75e0ed2024ec8545dad0d761ff78f2a 2601.08789951
92ab6736a76be82bc3dfb44861a486e3 2309.1205626
a79b7d7563f63d38cb6e042a71d84d5d 3374.01237428
7d3d20d8d466c6f2b88267e7be18972d 2660.53556377
a21f37a74c7045062ae5e9649a4a21cb 2814.61281242
1836af1f8965d85f939ef01815ec7fba 4100.23823355
cfcb1b55c9cfc116301a58648f8229f0 2906.82494921
76c4359aa68a12255ca352a23be39384 3131.80903304
8009fa6208ceca58d4c972ca9e8840db 2375.14706134
ef6632ee44d12a8b15b21440c58c271b 2046.35129336
cd4e0032dc8c949e39fcb2adfa15c9a2 3651.62531722
33ddc09de5b931e3fda668c8ecc05178 2372.92037981
aad5123222bdcce162f4c607cbc79874 3456.70256612
25805bd2d6315bbf049beb3ddc35c866 3773.46694397
3833dd9c17357539135ccd506b54ff78 2634.67634928
560dfea51bdd61f73c2fab81f3d1667a 2934.40259917
a23e80f64e91a1f8980e8651a3c3e741 2530.82192487
ca14d0598f13ca4cdad6f61d3534a154 2413.73967638
56fdedac3615baec53bbc913902ffbb5 2934.45974068
627417deb866ee590b93a503eba3f246 2933.36403779
8bea000b1a5caae5ba7539f868726d55 2848.75083587
c461af37cd980917a273476e4b7c2608 2414.63832747
1ef4ea30e92ea7f1dab55c9e03862243 2023.29217973
9824aa344a2194cb7de9e54ba6adcbbe 2673.62222961
cb487ec6eab33dbc5c40153c98669403 2539.49362834
274a8d5879cda808194af770195edfad 3065.87336733
638649620cd039212df3097346619b77 3443.80374357
2e90d78a9f092d73955a3973950b03a0 2202.09256575
72b9b4efeb994876e4c9014fc6d7f30a 2998.38295425
b35f0fef620a02fc54376e2093053a59 2338.94964486
3e015924b978b37bbf7eac51e5b1fb38 2046.34031411
a0321092b0286a94d2b8bed1684ab812 2450.72507945
98ac0af83fff584bed5af6f0edea28d6 2015.89964916
9103312ddb644a9a212793a4e7ac9bbe 2768.3602507
91b66f70325ad0ec16c6777305ac7150 2087.74640867
1c83959a1f6ce3656a70988e5a68fddf 2737.42080438
0f237094b0c6e1262ab7dde3efa27d02 3758.2123933
470bd5849c895d47fb1e697b36773a77 4153.74088317
8dc8f5d4409c70e18597644c8046e883 3563.14687481
4dbe4412f67d0dc8368c775bf3212feb 1945.16819194
83d9eb80b0ec704b79a7705109a6dc4e 2809.98176007
ad74cba14b2dac62adf839c550c835cc 3223.79302583
503993463b9c1c653163675d7fe8cc4d 3511.52186363
da840e1411e7a27697476a7cd977a7db 2521.41950283
68728bb8c8667dd52ea75a67c68374e2 2443.25782591
80f5242d7d2c4d1821eaa0ed46d3e208 2919.88597858
722e0f25402343aef36423fc95e8ad99 2706.55951808
5cba8664191c544d9c787a7a4e3556fc 2518.24859761
9e8e090351986852b6389cfd8de20258 2430.62197753
aca501972c481041161c18cebfe2951e 2917.29947487
755d8fddf9e6db50eaaa486195fa124b 3110.97771355
537f2859b7532bcb2f2adeb55c373b59 2125.27133045
e773832d796671c0ca19166c424f9697 2193.69957677
6ac4d213ae11869409c526118c7386a5 2613.61981193
490d715a96f4685b4d588ae69dd86d16 2247.08404199
2bc8c66dee5ff168779224253024454e 2880.76790835
cdeb4b7dd12108a391548fd155877966 2290.94861587
5f87bcfbca730cac9226f7900992e28b 1731.44725569
b3cbc2d5604c477f784540f3b4842868 2742.55092319
12f62a38909cd5c63bbc7d8ec0a54576 2120.54639808
e605dc234eac333f6c8c595ae792485d 2719.86887143
c7f60cbef79256a421a2759c926d61eb 1996.42310118
b1b331eb1de58d15641eda563a03f142 2169.45465558
d6bc9f05e593d2aa5e0205f001869e84 2410.29668794
7b30feee1e89bfb680679f2fd7b23f4d 2201.86538993
5ac5b8bfed8a45dccafd5f60971e62c8 2800.18371618
eab6f19df351427497cf534d22f207a7 2224.74186343
3051b051ba2588439111c739eb768e8f 2726.88359482
c1c1c8e749386dc7acaba09c2eea20be 2598.31710231
193fba4f9103a812712b8130741cb3f4 2060.75473343
1b17a4ad8df5e48bb99ce7a92a8c6625 2287.29640556
e4055a75e0351feda4a3badc1852f730 2154.49981414
ab4aba95bef0702ebe1c3cacfe57db6c 2686.8000575
281cd617d9def3ba291e42f3f485cc36 2030.80894124
f4468d98e693a81468f82a68fcc0bd58 2847.06656193
1659420a9bdc5a63a51401389079fcac 2533.46645557
bc758171acbdc5a393b649743993590e 2491.17886627
034875836774caa610faf1fd010ef1db 2117.09765113
ffb0f88336256846040718e670672ca4 3635.60684726
736390e8e5fc5c2b8413309a4acfac75 2826.98314859
a986851eb6bc1797efc3bfae9491dc18 3555.48497817
a925afeac474e794663e354bd208fe3f 2507.38744855
238026bafd5b6a3aa11197bb07b069df 2989.237114
65aecca474dbea7974f9e19d49c6bfa4 2093.76423891
8163af83fe070332dd2543525397f2a0 2395.02798545
bfe2935b00c0e9f0790c0a5a9e204e6c 2784.20980355
d85685c7ce6b8c58347cea6aa9d4ea4a 4236.9409715
e3dc5ae485713618479f2b16fc3ab704 3238.52380774
26dbd65b7e9c22bf2638f293b3af6b88 2630.22643619
5651022c7e160d7e6d1b995da3d24d92 2237.88294135
6fd6ff15ffb21c91824eca0a1a6bdf0c 2523.44568482
ac4caec4e4ef7900736e9071581c9022 2260.17015853
d0265cb77100c456fdce8e5b60af894c 2424.15724322
1b61e78efc3c7c61308123783b0c85e1 2024.45166528
447e9c46d2eebdf693133a7cb3ae3e20 3200.86019565
c3acc6ed385869071d17b2ecc332c13b 1996.35986959
9fe4a863682da324b8e18fb2e7316641 2057.00200651
40e6fde4563d130148ec0c0cf19cb3c3 2615.34052144
745e4fc520fc294694c015c4719a6a43 2916.11681428
02dbb7d1be8f366c5e6e65140c0c5e0c 2546.791527
f3ef0f245f56a3bd474a10066f4cb2ef 2996.46401987
22e4e33c8c9be0a1b47a085f5494d126 2816.93039308
1d5e58f92d6eb59c9b8714130120c2ee 1958.40261548
859d2c915d3634d20af7f2beb00d0488 2523.25421958
614997924c09d0e58f19c5d37d160457 2376.12667324
a43dc99de1f4b5e267d0a9bda5e8514d 3623.48629234
49a10bcdbe4567dada5396519e6a38bb 2510.01881882
b5c084aac31cf0e6f7899980ff813028 3041.56394942
8e59f7f4aeb838689802f9605811740e 2302.93458859
beed63c10453f7005bdddd77b7f0d893 2683.72987609
598e4d661dd43e9d13f01a149aed25db 2697.86868452
56133d4ecb74378c99f1d51f4883bf3b 3313.16813384
f06894024c4ed20cdd3f64f9a4f43bf2 3653.39788895
2231a0d61ab80bb42b5e479786353ac0 3757.14000107
662302eef34fafe2b61500bb572536f7 3211.35595925
72bcda1ca64ab56afd0a8e034754a094 3406.02578648
d092070268a36fda18b8efcde6b3745d 3730.67143939
299f8f52177fb6f95295a573c1d65cd4 1967.3139947
6da9fb0b586f9bcb1c4a7c3045483848 1961.32304767
66eb43452f70ff23206efeeca62d2362 2815.52111413
a087f133dae0ea7e1c52304673d49d7e 2865.80438326
24fe75fa2a67ff5c4cf79b4015bb33d6 2112.99601362
2568198912c89f8eda4d278f788e7051 2743.00194364
1ec074fccfc07b910cc3c423852e594f 3516.37312689
1d224b653613825a112512a82886ecc7 3250.89544531
fffc1e7ff8049d54f2668b4c7ef863c2 2454.94383061
f792debd77022b488147d67d12f3e87e 3131.55112466
db97037d9ee7ab163e641e61002bc335 2334.78872298
1676fd51589491bb1d43079fe35d1090 2208.75007478
41780420060b571786b3d4601646f4c1 2904.8901335
df2956d7b258624bf9be43687f894a77 2595.04719886
22685717df30ef5fcd8fa22aee53ff49 2402.90643033
2bb540c681c2f0eba63c9251fa28d131 2240.70939365
f4b0eefe0193a448301f06974202902e 2182.86459439
f9e7411177c65580d9fe2c92d97154bd 3040.64640238
ffed7c999c4501c00757fb84af67fd08 3025.51418249
1aba65682332f938c9475d286195bb6b 2878.29371438
71919908de1b5755c5544416e98f385e 2619.8674263
87d89979dc637a63431b968589852224 3716.41198699
725fa40b3371dce84659a7b890893094 2268.0861064
98ee847b8fb23a21033e3a28c934b539 2744.93241914
91eae59fa185a247af0d6a1db0d07031 2352.58764764
8032b3a866247358dbfa90849df5c19e 2611.12418757
be62a8622e55ea8c648e545716717c01 2655.22698594
5c4a2c2805416c4b558d26b4f4c698d3 2396.64131251
a6060ce44777bb13fdb7906ca87a69b6 2361.98259739
7663247d87293903d280176544348887 3077.81955758
ab33379c0a990d6c3f58be935769ed53 3352.61622922
6cebdc7abab379e9fa97a4288bc5e638 3352.32639566
6414db3c61404618f88de27770939efb 2784.75186026
97a4bd6428c00325fa0ca3efd73f9fbb 2676.99765478
64390816ff378663be9e7d88e62e52de 2775.06861726
20cc74cd62fcb59e9725086b4cd3cc8e 3212.31474928
45f5122e647f866e246b0a9e24c6616b 3686.87745197
58bf6e2eaee142af7a131091083f5da4 3010.63719727
6f2fa4ed36fac6911404dc0a1ea4ea03 3258.39140922
3eb48f7cc83d3b71970c492c8b1be012 2662.11266344
6393dd259caed8f3f835ad2f133c3af7 2473.60479689
3306a33039517b6c14679104734366fa 2703.16556739
c4ca46dd9237a914784061b86d01e0db 3096.3990099
fd2d19c252423c2fc94fd88709e2e563 2787.98822748
d970aca58e87860209761c5fc9c95778 2385.08823083
171c88610ae0ca556a76e94ecdc88815 2671.19587061
809f35093dd92580bdb7d4f42f3e200b 2337.41359576
985c08e4994c71ab486108ec1a958977 2478.3730237
d21abc35977b4c98735525f7f2ad6ea3 3306.10874015
d37599cae1a4598178ccfe4c26248ee1 2925.56110873
8b8ae14c69a99d2893cb42cc63387541 2897.77930165
4e95cd50c06db8be7fa4a40c8d5800ca 3066.28198481
de74f914bc598cb790f06bb5f98a301b 3095.65185642
cd0fe765a9486e8f6959c30e23c63165 3198.58628029
e58ec4bd0e4c7a006dba21eeb5f8cf30 3031.35914109
27254ce9605a943c73e0aa60a8ae05a7 2689.39290051
9f4772cd3261fdb5c443d9017ee04625 3203.01446552
c645e3dfb2d53eecbde3ac0860058a4c 3489.69531271
2bc0eb40a526ede9b65e2cf8c48fc1ba 3437.29634409
8bed12257cc52ec6d445e68001410ba1 3058.87149097
8664cd8f7018edf3960faf6aaafc95fd 2502.16686177
c212db7611932bf2b1c80a0978378d68 2194.9633843
54b6022c7b68ec15b7edb5260f9cce30 2682.37549995
889884ed2f707f374b4824f79451d72f 2746.08907942
b319b0907275550058351bd474648b1c 3274.2757222
99b1d25383339afa70e2e32de83fd03c 3714.0278457
a0346f6d1779aed06e5fa6f6e5eb6ddd 3132.51726623
a9ff914335a22ac441c52807ec205db3 2740.90692796
f03a81f26b37d85037be5aa26b3e1856 2399.89520134
3bbf6b65c9a72dc687097dfcb27d1a3d 2639.51912806
2cc8f44f51511b4014f82962b30b7351 2829.13537917
0acfe5324aeb9a3496505cdc20168292 3790.48294919
76bcdaa5cec190e19c6e9c149418ceb7 2523.65477139
eac3c6860a0f9d8355f115da489de4d3 2660.85765988
f1ba89b2ffe0b4966723149250ac8add 2359.88927894
2ce07b4056c91b8c276f696c2b415e60 2171.11587828
adea396833922401b92c08db270826cd 3087.49926886
dd7a30b86c2181b8017a44679031da33 1997.77206964
25e36150e00b52cecf12fb878d24dd66 3759.45447741
dab0eb7b7e5ab6abbe69b561b67eded7 2118.47311378
a74b78e98d700eb48af02720bc32999e 2763.44134385
30c2d38ad53467b56aeb8aaa866e17ba 2537.15988441
7f53e214855e051b44bc31dad1323e1b 2277.50219299
77cd20965c3bbe872503c7624bea79e0 2220.84844752
061a2295bb47542f3e4ebd1481d7710c 3131.55914925
523e41439646ace9e5adb8dff05030ef 2484.04588342
e02e11ab8c25cf210dacc183320a8c0b 2600.72886206
659b151ba3ef82ced440ca026460b879 2339.87939527
ed103c334490336bb7a090373537800e 2548.49567349
8627507e1201d9efb89443667a4b7d6a 2816.02837133
91f40e691bd8ba5cda995133f7de962c 2484.69947671
27fd4c9775e75e26733fe46d3282705d 3145.9711383
a06c84723b42a55648670c4171e1dc29 2498.40700434
79c007d084bdaffe74e9bfab717524b0 2738.53290837
4cbe90a6f6e817a5f39d6d63438b1a53 3019.4287999
f5407c120d243990c9cae9d025e85424 3643.12591421
e66fd2d867bc98f6b3822453d177911c 2395.90638513
8eabe2f6a775e0f7164d59924891652c 2712.74188858
509b7242c76690ca78f93099cfd656b4 2985.18354428
0796a9f7b60d9829ed81b970c3d4a22e 3737.91636077
1d7a5191863fd77feac9b9a40459e3ac 2596.64895631
5a9d9358a22861b30f9a3cf2754cb77a 2872.76970543
64a5d291da8d3f6848eaf67e344fbfdd 3292.99973248
275bbbc9d5d0fb66c6eb0cd5123a4e81 2538.35558222
92e16bd994ebaaecf1ee0c432eb0600b 2986.16181598
9b48c2cd3060aba38724628abec49303 2939.13339476
40cead918b281aabb4a4f0fee412378c 2871.36206396
a04e93f9097b0151f78ebba96cc8028b 3891.73998081
7959bd2d40454690c0029c9a2f697e8b 2631.22854977
1501625c6cd2e15f78a84e3fb73f7536 2715.93570219
c7beceab0ba94cfe3fe1dc62d5a5731d 2430.55302937
efea79491116c3b9b05be11f37cb4670 2340.98413674
c9889689565d01c283017f5a2f24702d 2311.77187563
4dfe2a48dcf426dba9b5f7b84d45175b 2504.85248912
73ac80fcb024c05a274304b4219cdd57 3573.63343059
ef0fd526d210685a8bd20104388443f9 2851.0467407
737c8e417933549525d79d0bda7c21b1 2379.00094148
49f4fde920be5ff2419d1c1c0aa9849a 2337.21703278
